(504099087341, -1862318426940)
(194642461301, 1669452898510)
(-1956677872276, 1835280753068)
(1990970841505, 1077543226159)
(876670131180, -1348430930122)
(-476377152058, -1600690800408)
(835660183642, 395223861985)
(1613299142379, -1185641108907)
(118307142938, -1887240474852)
(-524626201103, -323556379354)
(-306749006062, 774249632034)
(-257248721566, 1231832314625)
(874093452505, -461969437918)
(-1095210386027, -1010935226342)
(-293522027735, -13922631571)
(-1219636512750, 1275091895402)
(303460790634, 23729021992)
(165098579474, 1017917505008)
(-1076090518629, -1333241501061)
(58713677634, -825053388844)
(1770752216387, 948190894981)
(-1019689093469, 26190829450)
(1985309218894, 856901385570)
(-1407108306087, 1349361539198)
(-1839710231472, -509208282760)
(97012244556, 1219725211985)
(-276223899201, -1482928835868)
(880875365937, 818769317882)
(-872903782254, 1782371591532)
(-147597173089, 132614863175)
(-1510251889446, -597645174736)
(778904475203, 1412969534065)
(-1946152525163, 602064910485)
(1105383453637, 1737954648482)
(-1688434567947, 385640296116)
(1269203872907, 91074067674)
(1693298402154, 1694738748574)
(1183191204221, -943568820030)
(846362972211, -1574538174346)
(514208359292, -1300317627090)
(-1485326792250, 1801350590382)
(1994722749978, 1215040669220)
(-513976848932, 634146101630)
(-897397896785, -1225069157312)
(1898554780953, 1543475194738)
(1442439938267, -883136820975)
(275255453519, 70709544127)
(-866550500525, -1928388570142)
(1542422118581, 255021423646)
(-1129034115138, 619723564590)
(-1686476242948, 1959839783562)
(-480407788031, 1691898109555)
(-488168660417, -511359148054)
(654129102105, 79617215863)
(-820978791586, 1110335127955)
(312280195404, -1683024996719)
(-1147559962515, 586825555400)
(787809889864, -710497400699)
(-1095597880700, 1732580860498)
(725780702338, -1220135372114)
(1127621185119, -1806174071844)
(-974726607217, -967685493520)
(-86122640661, -657304017146)
(1755603867797, -1571052300753)
(-989495914004, -1755245169042)
(1124373865072, -1560227492645)
(1546202859454, -440534181862)
(1731173803257, 1222339791591)
(-1454063872202, -762093532094)
(1793890428211, -138647570518)
(663049505658, 1345460189942)
(250878362867, -1934874570131)
(-703716941755, -741634145006)
(1100027189515, -584436048026)
(74284037509, -374964567467)
(-627695759176, 1239933368875)
(1901599856321, -299370856155)
(-268468847228, 965547544137)
(-600010018580, -647445757093)
(-34233037645, -686452421073)
(913987799327, 425494194766)
(-798976270514, 1213651488336)
(-1581005627158, -1797416170813)
(802556822981, -722309300485)
(-1058224626890, -1308965712918)
(-1957620349630, -478308713413)
(35195525310, 378058139037)
(927286687696, 596176154075)
(1784188024876, -1287410483626)
(-875237561445, -1833841556410)
(498309871838, 1210220760828)
(1969739991079, 1728041349836)
(-1723436670251, -523429312286)
(-1196265127941, 768192517453)
(640429692846, -538873677579)
(1020659911058, 1482073512544)
(1457526027105, -1317179637548)
(485921121827, -1659680693758)
(1733197299859, 660418158591)
(-476529754955, -1774728669688)
(1576221720416, -1816809595999)
(-253778825723, 1208150762239)
(517811260567, -1969828652821)
(1635044145654, -1332096872989)
(1154037867957, -1492104677747)
(1439674690352, 1082337961586)
(-1388746724945, 1216412454245)
(1765599160553, -230046351384)
(1700445259603, -1428162551017)
(-1946011795104, -1289328389548)
(-303737658203, -973768488596)
(1574470997469, -1972587861913)
(-844582795221, -553312806826)
(569840117901, -20873285817)
(1898978828667, -567978839454)
(-1645315945592, 836177830790)
(-448540899282, -176007132707)
(-848519282081, 987395513947)
(-72929578104, 984600118922)
(123824252535, -1123858669814)
(84308847538, -1517582533911)
(-1676732509677, -1719560503708)
(-73469016595, -1887220734291)
(1370545317155, 1032472476314)
(-552726171829, -750180404485)
(721267411231, -902779541423)
(-1898852794860, 734468320565)
(263906944273, 1294745799421)
(-1203118930275, -1806949494350)
(-946658694607, -1195666743788)
(570632336495, 1787033165626)
(892822681487, -163110129229)
(-1045063798940, 1485883090012)
(-708120273803, 1319239149236)
(-384428400667, -828982317178)
(1850563178094, -698283108580)
(-1836297325527, -510274855790)
(-1106702694290, 1203958185117)
(1737474153752, -1719898566251)
(1467335593261, -559547345658)
(-1280595608363, 1943108450479)
(1845930121845, 1243259260388)
(-1082302332294, -261848230837)
(1468242302970, -908143911643)
(-652831170232, -721660889881)
(1006146432549, 1671081437168)
(-1457677984354, 1728907337008)
(-1511876766035, 125151313920)
(1609276107016, 1821678368462)
(-1466008890282, -1722603864290)
(649742748792, 1022800610064)
(367329923410, 806320207324)
(-180827285297, -862193992402)
(-1904386884399, 124040063921)
(1050883614484, 694410702906)
(-1913401780956, -873940632193)
(-1512902472963, -1756359390478)
(477130944817, -341806292709)
(-421725637708, -1575332977245)
(353246187137, -959403775023)
(-1812990310209, -393812037740)
(-1811638713702, -552200320136)
(-1082703776755, -1272794703514)
(-794903077209, 752147068802)
(1293196121688, -1468986645893)
(-1323374463048, -1989629886469)
(671220928843, -1372004590827)
(1573383929377, -1199649165323)
(-1098231634288, -1823207395871)
(773781950248, -447740226298)
(1170150089508, -681676530240)
(130241585824, 1442694885797)
(-1707165398939, -769047493190)
(1242891114047, -918862110833)
(93691408712, 1314777708406)
(-1900244489066, -1540417484573)
(-1668215922347, -677205449921)
(16193884334, 253810139562)
(495753172249, 1595965695079)
(-1762974205207, -1589948076811)
(-1438851371660, 1691334169371)
(30076483532, -187596497236)
(1186441795870, 803207774757)
(919568033749, 1247542234872)
(-457325566787, -212878946575)
(1972974155238, -1692236068377)
(-1730382609032, 1159143658766)
(9852687314, 149015571865)
(254182481175, 1704239455180)
(540178114001, 1517188865320)
(1982822829882, 1642046201751)
(-1845160587801, 462971551239)
(1711126187029, 1672440076371)
(-109728153368, 1373017135316)
(-1794717117933, -1691541628002)
(-1961809127470, 1019551451569)
(772857613558, -587538470126)
(753428082055, 404902001283)
(-937296264631, 971999416176)
(-1800480532522, -1193140946983)
(1170145845056, 863256094339)
(-782393312271, 904236839273)
(-1524742184632, -50429141215)
(-1276688885579, 1915905425256)
(-604819730059, -918208343761)
(509746276295, 897143580478)
(-237413065965, -947983900246)
(-1506218126177, 1852463908468)
(796852427939, -67530864219)
(1782944155887, -322654860857)
(-157218742097, 1753269099764)
(1654738858236, 5990898597)
(158266544354, 1750252645074)
(45547954662, -1702518139680)
(532451755288, -1950883645219)
(480927969901, 394051420573)
(-1529540099495, 198240704763)
(-1506258237370, -1377262735567)
(-1918511066813, 1188699399627)
(1234577146273, -1457686042201)
(1288663809584, 1180319977870)
(-1048647946167, 1420543756782)
(-1819947447031, -1839615695273)
(-1531585893939, -1650042634392)
(1248007709910, -1574231123409)
(-908074894011, 1716977902388)
(143168845638, 69363196609)
(1649130721891, -1952093790165)
(1266566952780, -1337397292687)
(1049815277750, -1585415121740)
(1771973604111, -1466482001026)
(199935928576, 726600363006)
(-157979475384, -235570614226)
(-377685285024, -1123223638066)
(1166322692180, 1814520520919)
(-1043932868846, 242315888202)
(985398625344, 1297555199360)
(305240901414, 1586231562384)
(-879481081639, -375265854100)
(-1566794617694, -1069585979658)
(1338438784291, -1125299579687)
(-774314371959, 1708313876825)
(292054633589, -974723296305)
(-1275318756719, -1050520053081)
(578438033848, 1043779965875)
(1510667271585, 1381048677491)
(-62874034489, 451207964830)
(484277548801, 1402828851263)
(-302445040175, 1802502230061)
(-680739505813, -1597428946889)
(637700210655, 919843515766)
(-1155531519306, 1659066272472)
(659439504688, 1760864784487)
(1879291439959, -1283866236548)
(471487545683, 978636959101)
(-1999598231111, 1620274277375)
(-408722680633, -1782345185399)
(871367442306, -484501937651)
(-1854587902675, -1718216811322)
(-138703792853, 595473889084)
(1967832134902, 118775754674)
(1124799277112, 1988919326280)
(-1431913231287, -1955755595281)
(529939738588, -495193820462)
(-831153021991, -83293338806)
(-626635274409, -1008015126682)
(1245070035698, -770080132295)
(-1176728883342, -893700820991)
(1367995126995, -3405433141)
(1443812808348, 488582610670)
(437369819009, -1857215107202)
(-1967526918107, -165373088328)
(-1218385032467, -441729818410)
(-1551287533250, -1184788254761)
(-636845757595, -1506251098037)
(-1555694647745, 54497440189)
(-1628819823881, 115483452577)
(-724105918342, 1837423119449)
(-9934038460, 333197694264)
(-240263011797, -1553314810852)
(-128163353487, 471908790508)
(-1316672874376, 1705316011178)
(-917537555739, -1905405208991)
(714864536530, 803686171254)
(665860566374, -286523905100)
(1107355551693, -241826830285)
(742127849633, -1508303856342)
(-1023499986629, -1681995997851)
(-372345166502, 12818800156)
(-570113795644, 186812139588)
(510612398412, 1023330736528)
(1469556872001, 13430799934)
(1446675649365, 901862491291)
(1194002385530, -741679839411)
(759297890185, 61330656642)
(85834229895, -995264945565)
(732279591768, 923959997089)
(1647539505650, -1876831477304)
(12016868442, -539006731503)
(-1681800669991, 851533254033)
(73898843962, -1852246470881)
(-1649657641468, 1784797735726)
(417671584475, -780594019326)
(-1834761005113, 57985299667)
(-1636617893984, -559001822402)
(-712206862191, -1334586279949)
(994433926684, -1145675864231)
(-1815846242875, -757712338772)
(-794341103929, -1957421504240)
(-657741430907, -1063770724332)
(-62386447880, 940313923826)
(-1010169515905, -1065576014788)
(-795758561273, 1270617476727)
(1010459575251, -609072296032)
(73488431759, -815254430976)
(-1008586881695, -1195552357981)
(-993793578400, -551757901575)
(-1208631717443, 941882625420)
(-1286430365777, -1990271007936)
(-352940983168, -1075073200530)
(280165481323, -190015436694)
(-688567459582, 1928603452913)
(50457906509, 1592722436963)
(-1594097110052, -1045816370905)
(-1054368251123, 1018636569105)
(1375432332685, 1948918620616)
(-79608648999, -24773238248)
(-935348124594, -644210592994)
(1810329614817, 910401492337)
(1477960233646, 539684942543)
(5703609744, 1004576885438)
(-692181635650, -1212294038616)
(-375163406942, 53551044063)
(-467823581878, 870094297637)
(-1419455243334, 1691077594060)
(-668297881195, -792277360750)
(1621805545217, -682389893132)
(1445063987060, 519651096839)
(435251010896, -1714619329046)
(-1860682091951, -196750270048)
(636380207587, 1632758963812)
(-164934930203, -1995691890386)
(832800415830, -1442089759876)
(1115363748606, 75106358441)
(-1875309630628, 457516614237)
(768288740120, -375780687685)
(29992425320, -1483395117164)
(-385863321432, 1002814242329)
(-217423630574, -462674230977)
(-1136607961283, -1918338768214)
(745050368390, -1145226813936)
(-1901051341288, 558673692517)
(-337605077969, 83020226547)
(1382231012534, -1222885679553)
(54052533812, -658689980211)
(-1911507843376, 1295717818142)
(1309421323225, 1928975737538)
(-586186356371, -1982721317911)
(428283386790, 727385225637)
(1310153904675, 1746129928014)
(-780184681220, -1750570990244)
(317952730547, 1410215947378)
(-1830262920475, -465852175963)
(128929054128, 154367022826)
(-285989630086, 1750140616594)
(-523962639325, -947488328857)
(797514275379, -659873637329)
(144697128612, 774109276799)
(-588438300024, -1934375709248)
(653713819898, 519678692613)
(-466936872627, 770720112307)
(1759666187932, -1115202448303)
(-886417421873, 1203482095702)
(-352215486921, -1103720385399)
(-894165135988, -1329694659298)
(-675263257648, 67756247043)
(1154932570776, 1396547684868)
(-1508711761303, 789110091845)
(-1929165091969, 1565471944460)
(-812118459534, -1184676718056)
(155146033958, -1865269350235)
(1685120374727, -1264372157123)
(-1132711281732, 1456072893471)
(-624119504840, -425299969631)
(394393086574, 527166898681)
(-1811786789298, 1107438763166)
(1985120416430, -1792987800887)
(-1837762328331, -1912046956505)
(-1385566328202, -571937895287)
(-1025244545370, 1383348473336)
(1736620523184, 42168057105)
(938213266707, -1542896424628)
(-128849632883, -761766327117)
(900095153894, -1858967448068)
(833685123833, 1543023253250)
(220717108716, 1963126980351)
(1825663265510, -537855266076)
(-1196266530273, -263034596442)
(-1326726988684, 774778594206)
(-739927175957, -655324682748)
(767153413232, 772172536242)
(-469924953287, -1594824218252)
(1308532802136, 1675527838904)
(-491962304096, 870691486691)
(-1599785625169, 1807861496038)
(-915114047381, -1460447817128)
(1641598514043, 1091770104464)
(-740673116769, 92278466478)
(-1380684066143, 1317922722114)
(-1436050809433, -1530407350573)
(-218445467700, -98923073908)
(1900857405633, 946510761538)
(-1449785304722, -918765479506)
(590446559236, -40314953788)
(643078253490, -282496976897)
(968631043196, 1268889794021)
(-1076116802986, 1149244887670)
(703341381500, -187846904551)
(-377447240828, 1527868779135)
(-1935144078252, 1229680960383)
(1027816748768, 1659179790775)
(-1202030620675, 1560933093304)
(893483187890, 3180832538)
(1978644585369, -927086781062)
(1353613628656, 1060608773309)
(-1958839502427, -28814114112)
(-861654237323, -627034887246)
(-313827298993, -811552319686)
(407350398146, 1578237266042)
(-332137621550, -1114881886025)
(-887294934412, -83011673129)
(-476053108256, -1400277329656)
(-1171104075750, -1580717652280)
(1857371212848, 900893257406)
(1578495485337, -1006061805537)
(-607690781401, -603479077809)
(-224369316650, 1728650456356)
(-570404917199, -1031113880480)
(-1201545315788, -1779320714828)
(377772214173, 1185914423125)
(-324627116478, -372839378226)
(902302574585, 1890255258707)
(-1395618408522, -19682342156)
(809499270868, 1007190013471)
(-733611091084, 1791870804753)
(-937677922850, 54094027887)
(-1239350914377, 133982546315)
(1731559332610, -500790501689)
(1461227553402, 930353773312)
(1277905071140, 1567262194385)
(91817595086, 1971998845114)
(97289346226, -128294749924)
(728293526530, 1284001374764)
(-1341723434086, -375380379258)
(1203220161221, 317824029967)
(973112960577, 387281204469)
(326369565054, 236399900654)
(1666402912969, 280979189727)
(-1079203752410, 1335557049569)
(-348722752465, 1593751161687)
(-1765747986763, -238284989906)
(-1773546123052, 1478010518902)
(268498469135, -1993573440403)
(974536937743, 228672077559)
(-1290035736325, 1989851214517)
(703276293056, -765421010274)
(-184303434851, -1428077804326)
(-127028990800, 36417827795)
(-1971047015889, 1492458338083)
(-1123695735077, 456036984896)
(923728060080, 1539103543948)
(-110934605188, 1494350728260)
(65287122242, -1614660651834)
(936525809759, -548314897670)
(-1486755593701, 690326220724)
(1204603430721, 156727149611)
(1804290455944, -1140468536716)
(247142664971, -1379517196478)
(670723032361, -300658457987)
(1135963469020, -1599674431376)
(786301651291, -57726423200)
(1675676909796, -899443549950)
(-1331641761051, 1905326662264)
(-816064918817, 609022428344)
(-1247481059798, 1286667188654)
(-1613342034306, -1142177561924)
(-1651834897537, 489147714506)
(-1544079852746, 406925954072)
(616445907597, -1411764758492)
(-822520387705, -1322352132241)
(-388310519542, 1481036644459)
(1139195519252, -43991814257)
(-867791312188, -1434795723963)
(-510962887815, 47852673582)
(595912647310, -889971780343)
(-899841734521, 1310111910540)
(-877966936380, -1744238485709)
(89582836316, -379033992308)
(-1463048524872, -1002111543134)
(715156308894, -547146988837)
(-862230616330, 1688371640617)
(-1476498576538, -154593177355)
(899369421783, -778043179718)
(-872615842853, -1992028661633)
(140180261579, -1337906755768)
(-1924637981854, -1071078180982)
(1851243762570, 524030376782)
(500326214321, 108878176987)
(-554731199997, -1027425449415)
(1005134144964, 480562296853)
(-784897679194, 168183902827)
(-1506596373563, 556994712742)
(1034978596739, 1996687694963)
(-752254136457, -1270839236968)
(487494869018, -1143762737763)
(-1967202391252, 246471200887)
(1772461633391, 1096381298329)
(-1034860199887, -436502247817)
(1887413239195, 1715251856166)
(832921902332, 127943885343)
(849136714366, -7084083526)
(1311617465546, -831289154900)
(-1295885795849, -672184955680)
(837084795410, -1942282842536)
(1804642316412, 786616420656)
(-372278323589, 1324096452107)
(596370148097, 596116316667)
(-1366017098848, -725343275992)
(1870931244501, -1980155206046)
(-471724843348, -1349370874762)
(732824895716, -969673446491)
(1766368349729, 1417643278644)
(736686710994, -1939522516333)
(289547278216, 518134278947)
(-703730306907, -130081368162)
(-380671716098, 1117537007941)
(316188619199, 1089345274074)
(1339792136299, 1302969653091)
(1796988404656, 1812913019914)
(938221824670, 836359121948)
(-151092939531, -118521496893)
(1850110290937, -1861996624236)
(1244976039798, -1022343013029)
(1358669364737, -85478422469)
(616110078588, 616360616271)
(-1032503373697, 647758709785)
(1929684830843, -373202325160)
(970274964085, -1946606919675)
(-1260913632298, 1519193419730)
(1992856516740, -39365060223)
(-460411322395, 1606642347441)
(346243184658, 201571006893)
(-99880080974, 151486113738)
(1187947251629, 1436046229542)
(1072060757396, -145119739962)
(322957873083, 1413004911276)
(-453160701892, -349650677311)
(246390298156, 1496315988300)
(550010456387, -1163392564662)
(1490600964889, -1704700569788)
(-1406186918018, 1450490551117)
(-150394823602, -62481022955)
(1216018040685, -1446795386866)
(561854043972, 711243576663)
(-86911276282, 1751423959495)
(612444401878, 1576455417339)
(-1311162859969, 1053850663620)
(788128482901, -437877041046)
(1198735194366, -1498247129371)
(1485872739709, 478661082277)
(-1390251685834, 1573405628346)
(-426467736117, 1002284670505)
(-525457120852, 1072745756723)
(751742607791, -1940312215882)
(1920070615320, -1066267523379)
(1920114293086, 1788240095146)
(-1272027175885, 166428596663)
(1475992915432, -1006739939710)
(-1423680357915, 277452163540)
(981195283593, 801265963384)
(780152006039, 1197592450345)
(-1790658320087, 1474275640871)
(-658749054451, 264699696341)
